event_date,event_title,event_description,landslide_trigger,country_name,country_code,admin_division_name,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,FAOSOIL,DOMSOI,landslide_occurred
2015-07-21 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-07-21,none,India,IN,Nagaland,94.5247,26.3185,23.3,90.8,206.3,280.40000000000003,48.9,1163.0,1.387753790258008,1.0,Ao76-2/3c,Ao,0
2022-06-23 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-06-23,none,India,IN,Assam,91.7369,26.1049,12.1,38.4,127.7,247.70000000000002,55.2,156.0,16.672500924387776,1.0,Nd2-2b,Nd,0
2013-09-06 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-09-06,none,India,IN,Manipur,94.1434,23.899,5.8,65.10000000000001,145.8,250.70000000000002,38.0,259.0,13.342372695937204,5.0,Bf17-2c,Bf,0
2017-06-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-06-15,none,India,IN,Assam,91.7652,26.1964,7.6,78.10000000000001,131.6,184.0,68.7,79.0,12.910612429743768,,Ao79-a,Ao,0
2012-07-06 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-07-06,none,India,IN,Meghalaya,91.8744337,26.09748244,8.5,73.6,160.6,342.8,56.7,185.0,35.452827191558235,25.0,Nd2-2b,Nd,0
2023-09-28 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-28,none,India,IN,Arunachal Pradesh,96.5242,28.0791,0.0,0.7,125.7,152.6,57.3,557.0,24.638327529773587,10.0,I-Af-Bd-2c,I,0
2010-09-16 03:00:00,"Taithu village, Churanchandpur district, Mizoram, Manipur","Sep 16, 2010  Rengkai: Landslide struck Taithu village in Churachandpur district of Manipur at around 3.00 AM on Thursday morning and sources said at least 22 people were inside the two houses that were completely destroyed. The village lies in a landslide-prone area and has witnessed several land slips in the past.  Earlier, sources said that at least 22 people were missing in the disaster. However, by 4.15 AM village elders who took a roll call said: “Luckily, no one was hurt in the incident. But the houses of Pu Remvel and Pu Rama were completely destroyed.”  Later, it was learnt that some of the youths were still awake when the landslide struck and they managed to alert their friends. “All of them somehow jumped out safely…some through the windows…some through the doors,” the source said.",downpour,India,IN,Mizoram,93.125,24.3069,11.4,30.38,48.75,115.28,11.4,750.0,29.11681749159973,5.0,Bh16-2/3c,Bh,1
2010-10-08 00:00:00,"Bungte Chiru village(?), Senapati district, Manipur","According to a delayed report reaching here atleast six houses have been damaged in landslides that occurred unexpectedly in the morning of October 8 at Bungte Chiru village under Saitu Assembly Constituency of Senapati district.  The report said that out of the six houses, one has been destroyed beyond redemption while the five others have been partially damaged.  Chief of Bungte Chiru village Rihangkha Thanglen said properties worth around Rs 5 lakhs have been destroyed in the landslides.",downpour,India,IN,Nagaland,94.0212,25.2745,53.95,91.32,93.44,122.96,53.95,1070.0,13.95022570481308,5.0,Ao76-2/3c,Ao,1
2023-08-19 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-08-19,none,India,IN,Meghalaya,92.2845,25.3612,4.3,21.2,72.0,325.4,27.0,1222.0,3.586080799213583,25.0,Ao74-2b,Ao,0
2014-06-26 23:00:00,Bamunimaidam,"At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while another four died due to electrocution in four different locations, the officials said. Another person remained missing after he was washed away by the surging waters of the Bharalu river. ""Three members of a family Kanak Barman (45), Pratima Barman (12) and Tulasi Barman (8) lost their lives in a landslide that took place Thursday night in Narakasur area,"" said Rajib Prakash Baruah, deputy commissioner in-charge of Kamrup (Metro) district. He said another woman died in Bamunimaidam area due to landslide. Baruah said Bhaskarjyoti Das (48), Dinesh Das (55), Prafulla Das (46) and Suren Bharali (57) died due to electrocution.",continuous_rain,India,IN,Assam,91.7896,26.1844,14.23,20.69,180.1,290.92,52.32,61.0,4.818259994255743,5.0,Af48-2ab,Af,1
2022-09-02 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-09-02,none,India,IN,Meghalaya,90.2191,25.5084,17.8,55.099999999999994,65.5,77.3,20.9,323.0,23.705749643396505,1.0,Nd2-2b,Nd,0
2018-06-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-06-11,none,India,IN,Nagaland,94.1051,25.6278,21.5,46.9,116.4,242.3,41.5,1525.0,12.46880569721071,5.0,Ao76-2/3c,Ao,0
2023-07-18 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-07-18,none,India,IN,Nagaland,94.1739,25.8782,1.5,37.5,84.4,169.4,25.9,1349.0,23.36421636275217,10.0,Ao76-2/3c,Ao,0
2020-09-26 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-09-26,none,India,IN,Nagaland,94.11112157,25.63961883,27.0,91.10000000000001,214.6,543.3,57.2,1497.0,15.083960818078218,25.0,Ao76-2/3c,Ao,0
2018-07-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-07-16,none,India,IN,Assam,92.7264,24.5204,4.9,53.1,154.0,215.1,62.6,42.0,1.3764031215077237,1.0,Gd25-2a,Gd,0
2019-09-08 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-09-08,none,India,IN,Assam,92.8573,25.1175,16.3,33.3,122.39999999999999,170.1,80.1,151.0,8.522096262869733,5.0,Ao76-2/3c,Ao,0
2021-07-08 00:00:00,Synthetic negative example,No recorded landslide at this location on 2021-07-08,none,India,IN,Manipur,94.1146,24.3481,5.7,25.2,53.0,70.3,15.6,1003.0,6.3503843875058354,10.0,Bh16-2/3c,Bh,0
2020-07-21 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-07-21,none,India,IN,Manipur,93.9667,25.1333,5.1,16.8,31.1,93.3,9.0,1008.0,2.1157468041581975,25.0,Ao76-2/3c,Ao,0
2019-06-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-06-09,none,India,IN,Nagaland,94.4922,26.1699,12.9,49.9,88.8,101.6,21.9,1161.0,42.54038516410769,1.0,Ao76-2/3c,Ao,0
2012-09-08 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-09-08,none,India,IN,Arunachal Pradesh,95.86,28.4659,0.0,0.8,24.0,233.3,11.4,1066.0,27.396267400283048,50.0,I-Af-Bd-2c,I,0
2015-08-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-08-07,none,India,IN,Assam,91.7747,26.1097,31.5,58.4,99.2,159.6,31.5,58.0,2.260732414259265,5.0,Nd2-2b,Nd,0
2013-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-06-20,none,India,IN,Sikkim,88.7334,27.3702,9.8,32.8,70.6,188.70000000000002,18.1,3523.0,13.824212020761683,10.0,I-Bh-U-c,I,0
2016-07-14 00:00:00,"Noonmati Nijarapar area of the city, Guwahati, Assam, India","Trigger is most likely monsoon since this incident occurred during monsoon season.Two persons, including a girl, were killed in landslides in Assam on Thursday. In Noonmati Nijarapar area of the city, a class IV girl student was buried in another landslide which came crashing on her house.",monsoon,India,IN,Assam,91.8074,26.1963,7.89,16.48,48.2,189.46,11.26,172.0,12.858314085836204,5.0,Ao79-a,Ao,1
2021-09-12 00:00:00,Synthetic negative example,No recorded landslide at this location on 2021-09-12,none,India,IN,Nagaland,94.1136,25.6237,0.5,16.5,81.8,216.9,26.2,1604.0,33.42494578296137,5.0,Ao76-2/3c,Ao,0
2019-09-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-09-24,none,India,IN,Assam,91.7356,26.1475,15.2,58.5,79.1,166.3,31.2,52.0,0.0,5.0,Ao79-a,Ao,0
2013-08-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-04,none,India,IN,Manipur,93.487,24.9037,6.0,17.1,41.8,96.3,16.5,1248.0,32.47374462015055,25.0,Bh16-2/3c,Bh,0
2010-07-12 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-07-12,none,India,IN,Arunachal Pradesh,95.86,28.4659,10.5,148.7,349.4,475.40000000000003,70.5,1066.0,27.396267400283048,50.0,I-Af-Bd-2c,I,0
2014-06-26 23:00:00,Narakasur,"At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while another four died due to electrocution in four different locations, the officials said. Another person remained missing after he was washed away by the surging waters of the Bharalu river. ""Three members of a family Kanak Barman (45), Pratima Barman (12) and Tulasi Barman (8) lost their lives in a landslide that took place Thursday night in Narakasur area,"" said Rajib Prakash Baruah, deputy commissioner in-charge of Kamrup (Metro) district. He said another woman died in Bamunimaidam area due to landslide. Baruah said Bhaskarjyoti Das (48), Dinesh Das (55), Prafulla Das (46) and Suren Bharali (57) died due to electrocution.",continuous_rain,India,IN,Assam,91.7645,26.1407,14.23,20.69,180.1,290.92,52.32,61.0,2.96212250130175,5.0,Af48-2ab,Af,1
2015-07-24 00:00:00,Tamenglong Ward No-IV,"Due to incessant rainfalls in the last few days, a huge mudslide occurred on Friday which destroyed a garage along with a Bolero jeep and other belongings of one Namthiurai Daimei of Tamenglong Ward No-IV.",monsoon,India,IN,Manipur,93.5142,24.9818,14.94,43.33,119.51,201.92,20.98,1249.0,3.700645055238003,50.0,Bh16-2/3c,Bh,1
2011-08-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-16,none,India,IN,Nagaland,94.6055,26.1498,7.1,22.4,75.1,254.6,32.1,1699.0,30.860938989120513,10.0,Ao76-2/3c,Ao,0
2009-08-26 00:00:00,"17th Mile towards Tsomgo Lake, near Kyongsala, Sikkim","A major landslide at 17th Mile towards Tsomgo Lake has become a major factor of disappointment for the tourists visiting Sikkim. Almost all the tourists visiting Sikkim have expressed dissatisfaction for losing their chance to visit the famous high altitude lake. The State Police Department, Check Post has stopped issuing permits to tourists visiting Tsomgo Lake, Baba Mandir and Nathu-La border following massive landslides, which occurred near Kyongsala on July 26.",rain,India,IN,Sikkim,88.7648,27.3746,5.78,16.5,52.29,128.34,25.26,3745.0,6.5001072439046315,25.0,I-Bh-U-c,I,1
2010-06-15 00:00:00,"rails between Mahur and Wadringdisa(?), Assam","Train services in central Assam's North Cachar Hills district have been disrupted due to heavy landslides and a three-day railway blockade called by a students organisation today.  The landslide and blockade affected the Agartala Special, Cachar Express, Barak Valley Passenger, Hill Queen and several other goods trains, railway sources said here today.  Landslides between Jatinga and Longrangjao as well as Mahur and Wadringdisa yesterday stopped rail traffic in the district, the sources said.",downpour,India,IN,Assam,93.1658,25.2269,23.82,45.04,129.3,234.34,43.33,392.0,2.9593941376249964,25.0,Ao76-2/3c,Ao,1
2011-08-05 00:00:00,Itanagar,"ITANAGAR: Heavy rainfall in the past 12 hours wrecked havoc in the Arunachal Pradesh capital with almost all major roads leading to the town being snapped off in many areas on the NH 52-A.  Rain induced landslides have cut off several places from the rest of the state, while many places within the capital complex near Karsingsa sinking zone, Lekhi village, A-sector Naharlagun and the Papunallah area have been severely affected by the calamity.  A bridge at Abotani Colony in Itanagar has been rendered unusable as siltation on the banks of the stream gave away. The onus for maintaining the bridge, which is frequented by VIPs, has fallen on the PWD as the urban department has expressed its inability to maintain the structure, official sources informed.",downpour,India,IN,Arunachal Pradesh,93.6885,27.1034,21.34,48.21,57.1,179.94,21.34,144.0,2.2771438387407703,5.0,Be82-a,Be,1
2023-06-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-06-14,none,India,IN,Assam,91.7138,26.1662,24.8,49.0,297.4,327.2,78.8,140.0,21.63720584577714,50.0,Ao79-a,Ao,0
2023-08-05 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-08-05,none,India,IN,Mizoram,92.71495623,23.72988966,5.1,19.6,72.1,165.6,20.1,980.0,23.342694612103696,1.0,Bd61-2c,Bd,0
2012-06-22 00:00:00,Lalunggaon near Gorchuk area,"On June 22, three people including two children of a family were killed in a landslide incident at Lalunggaon near Gorchuk area in the city.Thousands of families live at the bottom of 18 hills in the city. These families have allegedly encroached on the land of the hilly area.",downpour,India,IN,Assam,91.7162,26.1226,43.46,79.73,89.48,224.68,43.46,72.0,15.288279133132818,5.0,Nd2-2b,Nd,1
2020-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-06-20,none,India,IN,Sikkim,88.7323,27.3736,12.8,46.8,157.7,232.8,39.5,3421.0,30.731772287991458,25.0,I-Bh-U-c,I,0
2013-06-07 00:00:00,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Chessore  Area  Village  Councils  and VDBs comprising  of five villages _ Chessore, Huker, Aiponger, Y. Anner and  Kuthur villages _ after thoroughly deliberating on the issue of road blockade caused by heavy landslide from Kuthur to Huker road via Y/ Anner and  Chessore village, have resolved to clear the blockade road. S. Neoji and R. Ramji said a joint meeting of Chessore area village councils and VDBs held meeting August 31 at Chessore village wherein it was resolved to deploy bulldozer to clear landslide along the road. They also stated that expenditure would be contributed from each VDB of five villages under MGNRES scheme under 2013- 14, as the road was the lifeline of the people of the area.",unknown,India,IN,Nagaland,94.7031,26.0977,9.11,20.54,30.52,61.92,9.11,1703.0,27.369455013928143,25.0,Ao76-2/3c,Ao,1
2010-06-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-13,none,India,IN,Assam,91.7665,26.1978,1.1,12.3,117.8,282.3,64.5,90.0,18.979049044864023,,Ao79-a,Ao,0
2015-09-23 00:00:00,Kamakhya Temple,Surface communication remains heavily disrupted atop the Nilachal Hill when a huge rock collapsed on the road leading to the historic Kamakhya temple on Wednesday.It took several hours for PWD and forest officials to clear the road after the rock along with uprooted trees blocked a portion of the hillside road in the morning. There is no report of casualty. Local residents fear the repeat of more landslide in view of the non stopped rains during the last 48 hours. The authority have asked the residents in the hillock to come down to the safe places to avoid further disaster.Tourists from the far flung areas have been remaining stranded on way to the historic Kamakhya temple from early in the morning.,continuous_rain,India,IN,Assam,91.7042,26.1666,61.13,106.92,116.73,186.09,61.13,235.0,17.151823509523624,1.0,Ao79-a,Ao,1
2018-08-17 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-08-17,none,India,IN,Nagaland,94.5247,26.3185,8.7,39.0,96.6,181.1,36.1,1163.0,1.387753790258008,1.0,Ao76-2/3c,Ao,0
2015-08-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-08-09,none,India,IN,Assam,91.7998,26.1985,14.0,74.5,110.1,179.3,30.7,82.0,10.286118871948458,5.0,Ao79-a,Ao,0
2010-08-14 00:00:00,"Noklak-Tuensang road, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)",downpour,India,IN,Nagaland,94.9152,26.222,11.86,53.09,65.68,97.18,26.51,1762.0,28.42576702358958,25.0,Ao76-2/3c,Ao,1
2019-08-05 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-08-05,none,India,IN,Assam,89.9032,25.7238,13.8,21.1,33.300000000000004,139.8,13.8,33.0,14.316083944889312,5.0,Je38-2a,Je,0
2013-07-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-07-03,none,India,IN,Mizoram,92.74128531,23.75406693,2.9,15.2,80.39999999999999,202.5,31.4,959.0,22.717560039379222,1.0,Bd61-2c,Bd,0
2011-08-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-09,none,India,IN,Assam,92.8551,25.0888,20.3,97.0,142.7,175.8,40.3,260.0,26.254074995372054,10.0,Ao76-2/3c,Ao,0
2015-09-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-20,none,India,IN,Mizoram,92.7175,23.7281,11.2,43.0,86.7,132.8,21.7,1075.0,8.496937956006335,25.0,Bd61-2c,Bd,0
2013-09-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-09-24,none,India,IN,Manipur,93.9161,24.7339,2.9,3.6,7.6,34.8,2.9,879.0,14.24689258589194,5.0,Ao76-2/3c,Ao,0
2018-06-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-06-03,none,India,IN,Nagaland,94.2341227,25.51614662,3.6,6.9,21.7,42.4,9.2,1646.0,20.170835089310476,1.0,Ao76-2/3c,Ao,0
2022-09-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-09-09,none,India,IN,Manipur,93.9827,25.4538,4.9,11.5,54.5,103.5,15.8,1778.0,24.17357170238777,5.0,Bh16-2/3c,Bh,0
2023-06-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-06-03,none,India,IN,Arunachal Pradesh,93.0153,27.4888,5.6,44.9,47.1,118.4,23.7,540.0,28.976817364678165,50.0,Ao80-2bc,Ao,0
2010-08-27 16:30:00,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur","Imphal, August 27 2010: The state was cut off from the rest of the country as landslides triggered by torrential rains blocked both NH-39 and 53.The disturbances on the highways are amidst the extended 25-day economic blockade imposed by UNC which entered the third day today.  The landslide blocking NH-39 occurred at Ekai village, two kilometer away from Tadubi at about 4.30 pm today while the traffic on NH-53 was blocked by a heavy landslide at Kambirong only 10 metres away from Nungba police station, official reports said.  The report said that due to the landslide at Ekai village, highway traffic has been totally blocked.  A portion of around 10 metres of the hill face has slid due to torrential rains in the last few days, it added.  The road has been totally blocked by rocks and mud forcing freight trucks and other vehicles stranded on both sides of the landslide area.",downpour,India,IN,Nagaland,94.1327,25.4786,14.5,22.07,36.87,96.43,14.5,1751.0,9.58752644399106,5.0,Ao76-2/3c,Ao,1
2012-07-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-07-13,none,India,IN,Arunachal Pradesh,91.8644,27.5748,13.8,115.9,155.70000000000002,326.2,80.4,2687.0,11.67372935280908,5.0,Ao80-2bc,Ao,0
2014-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-06-20,none,India,IN,Meghalaya,90.3852,25.7354,53.9,84.5,114.1,297.5,53.9,338.0,5.210697816005832,25.0,Nd2-2b,Nd,0
2015-09-12 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-12,none,India,IN,Sikkim,88.2816,27.2872,13.1,18.0,73.2,466.0,32.8,572.0,20.504325237480952,50.0,Bd32-2bc,Bd,0
2023-09-08 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-08,none,India,IN,Assam,91.7356,26.1475,10.1,21.5,26.0,98.3,11.4,52.0,0.0,5.0,Ao79-a,Ao,0
2016-08-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-08-10,none,India,IN,Assam,91.7645,26.1407,14.1,64.7,243.0,353.7,92.5,61.0,2.96212250130175,5.0,Af48-2ab,Af,0
2014-08-17 00:00:00,Arunachal Pradesh/Itanagar,lat/long  27.086901	93.60861,downpour,India,IN,Arunachal Pradesh,93.6086,27.0869,4.65,43.69,146.25,214.99,58.57,316.0,9.327683683775282,10.0,Be82-a,Be,1
2020-06-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-06-04,none,India,IN,Nagaland,94.5234,25.8376,7.9,24.700000000000003,64.0,162.8,22.2,797.0,2.767591398229724,,Ao76-2/3c,Ao,0
2011-08-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-04,none,India,IN,Mizoram,92.7463,23.7327,4.3,48.7,76.6,126.8,29.5,839.0,23.47891185858705,5.0,Bd61-2c,Bd,0
2019-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-06-20,none,India,IN,Nagaland,94.11603493,25.61560252,29.3,100.3,215.8,320.9,49.3,1610.0,29.53602090910925,5.0,Ao76-2/3c,Ao,0
2013-08-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-13,none,India,IN,Arunachal Pradesh,93.6884,27.1032,6.0,28.799999999999997,99.7,200.2,32.7,145.0,0.926369172997235,10.0,Be82-a,Be,0
2013-09-25 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-09-25,none,India,IN,Manipur,93.3729,25.1019,6.9,17.4,24.5,72.2,6.9,1140.0,8.129596852486529,5.0,Bd61-2c,Bd,0
2012-09-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-09-10,none,India,IN,Assam,91.7599,26.1771,9.1,57.0,78.1,148.7,42.8,82.0,8.895692965992287,5.0,Ao79-a,Ao,0
2019-09-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-09-04,none,India,IN,Nagaland,94.13,25.83,0.1,2.5,14.5,42.7,9.5,1014.0,8.821089630664796,,Ao76-2/3c,Ao,0
2010-09-13 00:00:00,"Tuikual 'C', Aizawl, Mizoram","Landslide triggered by heavy rain in Tuikual ‘C’ on Monday killed a woman, R. Laltanpuii.  According to Aizawl Police sources, the landslide buried the woman while she was collecting water with her friend. Luckily, her friend who was nearby her escaped unhurt.  The dead body was handed over to her relatives after post mortem examination in Aizawl Civil Hospital. ",downpour,India,IN,Mizoram,92.71495623,23.72988966,9.93,17.18,36.45,64.21,9.93,980.0,23.342694612103696,1.0,Bd61-2c,Bd,1
2023-09-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-20,none,India,IN,Sikkim,88.3603,27.0377,2.0,4.6,10.700000000000001,53.400000000000006,2.2,1481.0,21.17647711915332,5.0,Ah12-2bc,Ah,0
2017-09-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-09-11,none,India,IN,Nagaland,94.5497,26.1807,20.5,38.3,62.7,170.3,20.5,1650.0,31.579415431363547,5.0,Ao76-2/3c,Ao,0
2022-08-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-08-07,none,India,IN,Manipur,94.3136,25.0118,2.0,13.7,64.2,115.7,17.9,1391.0,3.200508507855546,25.0,Bh16-2/3c,Bh,0
2017-06-01 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-06-01,none,India,IN,Assam,93.117,24.808,44.9,110.3,162.1,236.1,48.3,39.0,5.900698486822301,1.0,Gd25-2a,Gd,0
2014-07-19 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-07-19,none,India,IN,Nagaland,94.1066,25.67,22.4,82.2,156.8,238.3,34.2,1442.0,18.41213576563324,25.0,Ao76-2/3c,Ao,0
2014-06-26 23:00:00,Arunachal Pradesh,"Landslides, triggered by incessant rain in the past couple of days have wrecked havoc in several districts of Arunachal Pradesh throwing life out of gear. While flood-like situation prevails in low-lying areas of various districts, road link between Nirjuli and Banderdewa near here has been snapped due to damage of several culverts along the NH 52(A), the life line for the state capital, official sources said. PWD superintendent engineer (highway-western zone) Jumo Geiyi said the stretch of the highway between Nirjuli and Banderdewa has been temporarily closed due to damage to culverts in several places by incessant rain on the night of June 26. As a result, traffic was being diverted through Harmutty-Doimukh-Nirjuli road, instead of the usual route through Karsingsa. Besides, about 20 metre of NH 52(A) has been damaged at Karsingsa, besides Naharlagun, where portions of it have caved in, he said. More damage to the road, which has been breached near North East Regional Institute of Sc",continuous_rain,India,IN,Arunachal Pradesh,95.3429,28.9205,2.61,5.97,26.22,64.76,10.22,4053.0,30.316394624804257,,I-Be-2c,I,1
2020-06-21 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-06-21,none,India,IN,Nagaland,94.108,25.4192,6.5,28.9,106.8,136.1,24.4,1388.0,14.27107053574802,10.0,Ao76-2/3c,Ao,0
2015-09-27 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-27,none,India,IN,Manipur,94.2156,24.954,0.0,1.6,9.4,49.1,6.4,926.0,20.94185253514824,50.0,Ao76-2/3c,Ao,0
2011-07-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-07-09,none,India,IN,Sikkim,88.559,27.3773,29.3,116.2,341.1,681.0,105.5,1479.0,34.577439865993604,25.0,Bd32-2bc,Bd,0
2010-08-15 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starvation.  The road from Chingai to Quingai in Chingai sub-division of Ukhrul district connects Quingai, Chalou, New Tasom, Tasom CV and Tasom Khullen villages.  However, the road has been disconnected in various places due to heavy rainfall that occurred on the night between July 29 and 30 and again on the night of August 15 .  According to Secretary, Information and Publicity, Northern Raphei Students' Union (NRSU), HAS Thuingaleng, nearly 5,000 villagers of the said villages have been facing extreme hardship.  The wooden bridge over Rondei river had been washed away by the powerful current of the river disconnecting the road.  Moreover, landslides have occurred completely blocking the road at different places.  However, due to the heavy",downpour,India,IN,Manipur,94.48265093,25.31006064,10.62,28.36,32.48,50.8,12.04,1528.0,30.18256697884878,25.0,Bh16-2/3c,Bh,1
2010-09-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-09-15,none,India,IN,Assam,94.9275,26.8727,36.1,98.3,160.2,271.1,36.1,134.0,2.273255293928232,25.0,Af48-2ab,Af,0
2010-06-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-09,none,India,IN,Mizoram,92.71495623,23.72988966,1.7,4.8,23.8,115.2,16.1,980.0,23.342694612103696,1.0,Bd61-2c,Bd,0
2010-06-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-24,none,India,IN,Nagaland,94.1095,25.6703,45.1,87.0,190.5,298.1,52.4,1445.0,21.554870104453816,25.0,Ao76-2/3c,Ao,0
2017-08-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-08-13,none,India,IN,Meghalaya,90.5763,25.8143,5.2,232.9,261.2,338.7,168.6,59.0,2.2560210150566906,,Nd2-2b,Nd,0
2016-07-20 00:00:00,"Noonmati, Guwahati, Assam, India",This was not the only incident of landslide in the city on Wednesday as a similar episode was also reported from the Noonmati locality. Two houses were completely buried under debris. No one suffered any injury.,rain,India,IN,Assam,91.802,26.1966,32.15,108.99,231.77,297.09,57.12,105.0,10.085476299962467,5.0,Ao79-a,Ao,1
2021-08-12 00:00:00,Synthetic negative example,No recorded landslide at this location on 2021-08-12,none,India,IN,Meghalaya,92.3636,25.0728,24.1,72.7,184.20000000000002,387.5,37.2,130.0,10.024134913751013,5.0,Ge53-3a,Ge,0
2010-08-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-08-13,none,India,IN,Meghalaya,91.8744337,26.09748244,13.1,23.099999999999998,30.599999999999998,194.5,13.1,185.0,35.452827191558235,25.0,Nd2-2b,Nd,0
2013-09-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-09-16,none,India,IN,Mizoram,93.0514,23.8447,7.0,32.4,76.2,120.8,18.8,1086.0,27.867464228189014,10.0,Bh16-2/3c,Bh,0
2015-09-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-07,none,India,IN,Nagaland,94.1318,25.7902,4.0,28.5,125.8,252.0,28.3,1283.0,12.456195843516292,25.0,Ao76-2/3c,Ao,0
2011-08-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-24,none,India,IN,Assam,93.3613,25.5125,23.7,51.8,76.4,175.0,23.7,317.0,8.604664913794034,,Af47-2b,Af,0
2010-06-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-04,none,India,IN,Sikkim,88.6087,27.322,25.9,37.1,55.0,164.9,25.9,1509.0,32.9637078729091,1.0,Bd32-2bc,Bd,0
